Distance_m,Water depth (cm),Thaw depth (cm),Vegetation height (cm),Vegetation type,Micro- relief,Latitude,Longitude,Date,site_id,Table,Transect,Microrelief
55,0,55,,,,70.22356879679339,-148.4706757,8/15/20,Colleen_T1,A2.7,T1,
56,0,57,,,,70.22357692035175,-148.4706645,8/15/20,Colleen_T1,A2.7,T1,
57,0,53,,,,70.22358504390942,-148.4706533,8/15/20,Colleen_T1,A2.7,T1,
58,0,50,,,,70.22359316746636,-148.4706421,8/15/20,Colleen_T1,A2.7,T1,
59,0,44,,,,70.22360129102263,-148.470631,8/15/20,Colleen_T1,A2.7,T1,
60,0,55,,,,70.22360941457818,-148.4706198,8/15/20,Colleen_T1,A2.7,T1,
61,0,50,,,,70.22361753813303,-148.4706086,8/15/20,Colleen_T1,A2.7,T1,
62,0,55,,,,70.22362566168717,-148.4705974,8/15/20,Colleen_T1,A2.7,T1,
63,0,59,,,,70.22363378524061,-148.4705862,8/15/20,Colleen_T1,A2.7,T1,
64,0,59,,,,70.22364190879335,-148.470575,8/15/20,Colleen_T1,A2.7,T1,
65,0,58,,,,70.22365003234539,-148.4705638,8/15/20,Colleen_T1,A2.7,T1,
66,0,50,,,,70.22365815589671,-148.4705526,8/15/20,Colleen_T1,A2.7,T1,
67,0,49,,,,70.22366627944734,-148.4705415,8/15/20,Colleen_T1,A2.7,T1,
68,0,46,,,,70.22367440299726,-148.4705303,8/15/20,Colleen_T1,A2.7,T1,
69,0,42,,,,70.22368253,-148.4705191,8/15/20,Colleen_T1,A2.7,T1,
70,0,40,,,,70.22369065009501,-148.4705079,8/15/20,Colleen_T1,A2.7,T1,
71,9,57,,,,70.22369877364282,-148.4704967,8/15/20,Colleen_T1,A2.7,T1,
72,44,60,,,,70.22370689718993,-148.4704855,8/15/20,Colleen_T1,A2.7,T1,
73,49,60,,,,70.22371502073634,-148.4704743,8/15/20,Colleen_T1,A2.7,T1,
74,54,66,,,,70.22372314428203,-148.4704631,8/15/20,Colleen_T1,A2.7,T1,
75,60,59,,,,70.22373126782703,-148.470452,8/15/20,Colleen_T1,A2.7,T1,
76,59,44,,,,70.22373939137134,-148.4704408,8/15/20,Colleen_T1,A2.7,T1,
77,4,5,,,,70.22374751491492,-148.4704296,8/15/20,Colleen_T1,A2.7,T1,
78,0,50,,,,70.22375563845782,-148.4704184,8/15/20,Colleen_T1,A2.7,T1,
79,0,35,,,,70.22376376,-148.4704072,8/15/20,Colleen_T1,A2.7,T1,
80,0,49,,,,70.22377188554148,-148.470396,8/15/20,Colleen_T1,A2.7,T1,
81,0,49,,,,70.22378000908226,-148.4703848,8/15/20,Colleen_T1,A2.7,T1,
82,0,53,,,,70.22378813262233,-148.4703736,8/15/20,Colleen_T1,A2.7,T1,
83,0,47,,,,70.22379626,-148.4703625,8/15/20,Colleen_T1,A2.7,T1,
84,0,47,,,,70.22380437970038,-148.4703513,8/15/20,Colleen_T1,A2.7,T1,
85,0,44,,,,70.22381250323835,-148.4703401,8/15/20,Colleen_T1,A2.7,T1,
86,0,44,,,,70.22382063,-148.4703289,8/15/20,Colleen_T1,A2.7,T1,
87,0,43,,,,70.22382875031217,-148.4703177,8/15/20,Colleen_T1,A2.7,T1,
88,0,43,,,,70.22383687384803,-148.4703065,8/15/20,Colleen_T1,A2.7,T1,
89,0,42,,,,70.22384499738317,-148.4702953,8/15/20,Colleen_T1,A2.7,T1,
90,0,51,,,,70.22385312091762,-148.4702841,8/15/20,Colleen_T1,A2.7,T1,
91,0,55,,,,70.22386124445137,-148.470273,8/15/20,Colleen_T1,A2.7,T1,
92,0,46,,,,70.22386937,-148.4702618,8/15/20,Colleen_T1,A2.7,T1,
93,19,46,,,,70.22387749151675,-148.4702506,8/15/20,Colleen_T1,A2.7,T1,
94,37,32,,,,70.22388561504837,-148.4702394,8/15/20,Colleen_T1,A2.7,T1,
95,26,42,,,,70.22389374,-148.4702282,8/15/20,Colleen_T1,A2.7,T1,
96,25,40,,,,70.22390186210953,-148.470217,8/15/20,Colleen_T1,A2.7,T1,
97,0,61,,,,70.22390998563905,-148.4702058,8/15/20,Colleen_T1,A2.7,T1,
98,0,60,,,,70.22391810916787,-148.4701946,8/15/20,Colleen_T1,A2.7,T1,
99,0,50,,,,70.22392623269599,-148.4701835,8/15/20,Colleen_T1,A2.7,T1,
100,0,45,,,,70.22393436,-148.4701723,8/15/20,Colleen_T1,A2.7,T1,
105,0,64,,,,70.22397497,-148.4701163,8/15/20,Colleen_T1,A2.7,T1,
110,0,44,,,,70.22401559145884,-148.4700604,8/15/20,Colleen_T1,A2.7,T1,
115,0,47,,,,70.22405620905018,-148.4700044,8/15/20,Colleen_T1,A2.7,T1,
120,0,48,,,,70.22409682662392,-148.4699485,8/15/20,Colleen_T1,A2.7,T1,
125,0,65,,,,70.22413744418009,-148.4698926,8/15/20,Colleen_T1,A2.7,T1,
130,0,51,,,,70.22417806171866,-148.4698366,8/15/20,Colleen_T1,A2.7,T1,
135,0,54,,,,70.22421867923964,-148.4697807,8/15/20,Colleen_T1,A2.7,T1,
140,0,54,,,,70.22425929674304,-148.4697247,8/15/20,Colleen_T1,A2.7,T1,
145,0,43,,,,70.22429991422885,-148.4696688,8/15/20,Colleen_T1,A2.7,T1,
150,0,51,,,,70.22434053169707,-148.4696129,8/15/20,Colleen_T1,A2.7,T1,
155,0,45,,,,70.22438115,-148.4695569,8/15/20,Colleen_T1,A2.7,T1,
160,0,50,,,,70.22442176658076,-148.469501,8/15/20,Colleen_T1,A2.7,T1,
165,27,43,,,,70.22446238399621,-148.469445,8/15/20,Colleen_T1,A2.7,T1,
170,0,35,,,,70.22450300139408,-148.4693891,8/15/20,Colleen_T1,A2.7,T1,
175,0,50,,,,70.22454361877436,-148.4693332,8/15/20,Colleen_T1,A2.7,T1,
180,9,50,,,,70.22458423613705,-148.4692772,8/15/20,Colleen_T1,A2.7,T1,
185,0,49,,,,70.22462485348215,-148.4692213,8/15/20,Colleen_T1,A2.7,T1,
190,0,48,,,,70.22466547080967,-148.4691653,8/15/20,Colleen_T1,A2.7,T1,
195,0,43,,,,70.22470608811959,-148.4691094,8/15/20,Colleen_T1,A2.7,T1,
200,10,47,,,,70.22474670541192,-148.4690534,8/15/20,Colleen_T1,A2.7,T1,
0,-,-,,,,70.22299,-148.471506,8/15/20,Colleen_T2,A2.7,T2,
1,0,65,,,,70.22298201355338,-148.471518,8/15/20,Colleen_T2,A2.7,T2,
2,0,69,,,,70.22297402710595,-148.47153,8/15/20,Colleen_T2,A2.7,T2,
3,0,64,,,,70.22296604,-148.4715421,8/15/20,Colleen_T2,A2.7,T2,
4,0,65,,,,70.22295805420865,-148.4715541,8/15/20,Colleen_T2,A2.7,T2,
5,0,66,,,,70.22295006775879,-148.4715661,8/15/20,Colleen_T2,A2.7,T2,
6,0,68,,,,70.22294208130812,-148.4715781,8/15/20,Colleen_T2,A2.7,T2,
7,9,51,,,,70.22293409485664,-148.4715901,8/15/20,Colleen_T2,A2.7,T2,
8,0,60,,,,70.22292610840434,-148.4716021,8/15/20,Colleen_T2,A2.7,T2,
9,0,53,,,,70.22291812195124,-148.4716142,8/15/20,Colleen_T2,A2.7,T2,
10,0,59,,,,70.22291013549733,-148.4716262,8/15/20,Colleen_T2,A2.7,T2,
11,0,57,,,,70.22290215,-148.4716382,8/15/20,Colleen_T2,A2.7,T2,
12,0,58,,,,70.22289416258707,-148.4716502,8/15/20,Colleen_T2,A2.7,T2,
13,0,53,,,,70.22288617613073,-148.4716622,8/15/20,Colleen_T2,A2.7,T2,
14,0,56,,,,70.22287818967357,-148.4716742,8/15/20,Colleen_T2,A2.7,T2,
15,13,66,,,,70.2228702,-148.4716863,8/15/20,Colleen_T2,A2.7,T2,
16,39,71,,,,70.22286221675684,-148.4716983,8/15/20,Colleen_T2,A2.7,T2,
17,71,58,,,,70.22285423029726,-148.4717103,8/15/20,Colleen_T2,A2.7,T2,
18,76,55,,,,70.22284624383686,-148.4717223,8/15/20,Colleen_T2,A2.7,T2,
19,61,61,,,,70.22283825737564,-148.4717343,8/15/20,Colleen_T2,A2.7,T2,
20,37,62,,,,70.22283027091363,-148.4717463,8/15/20,Colleen_T2,A2.7,T2,
21,7,67,,,,70.22282228445081,-148.4717584,8/15/20,Colleen_T2,A2.7,T2,
22,0,53,,,,70.22281429798717,-148.4717704,8/15/20,Colleen_T2,A2.7,T2,
23,0,53,,,,70.22280631152272,-148.4717824,8/15/20,Colleen_T2,A2.7,T2,
24,0,57,,,,70.22279832505747,-148.4717944,8/15/20,Colleen_T2,A2.7,T2,
25,0,57,,,,70.22279034,-148.4718064,8/15/20,Colleen_T2,A2.7,T2,
26,0,57,,,,70.22278235212451,-148.4718184,8/15/20,Colleen_T2,A2.7,T2,
27,0,58,,,,70.22277436565683,-148.4718305,8/15/20,Colleen_T2,A2.7,T2,
28,0,56,,,,70.22276637918833,-148.4718425,8/15/20,Colleen_T2,A2.7,T2,
29,0,56,,,,70.22275839271903,-148.4718545,8/15/20,Colleen_T2,A2.7,T2,
30,0,54,,,,70.22275041,-148.4718665,8/15/20,Colleen_T2,A2.7,T2,
31,0,47,,,,70.22274241977797,-148.4718785,8/15/20,Colleen_T2,A2.7,T2,
32,0,51,,,,70.22273443330624,-148.4718905,8/15/20,Colleen_T2,A2.7,T2,
33,0,51,,,,70.22272644683369,-148.4719026,8/15/20,Colleen_T2,A2.7,T2,
34,0,53,,,,70.22271846036033,-148.4719146,8/15/20,Colleen_T2,A2.7,T2,
35,3,57,,,,70.22271047388615,-148.4719266,8/15/20,Colleen_T2,A2.7,T2,
36,25,57,,,,70.22270248741117,-148.4719386,8/15/20,Colleen_T2,A2.7,T2,
37,39,50,,,,70.22269450093539,-148.4719506,8/15/20,Colleen_T2,A2.7,T2,
38,26,56,,,,70.22268651445879,-148.4719626,8/15/20,Colleen_T2,A2.7,T2,
39,24,56,,,,70.22267852798137,-148.4719747,8/15/20,Colleen_T2,A2.7,T2,
40,25,53,,,,70.22267054150315,-148.4719867,8/15/20,Colleen_T2,A2.7,T2,
41,28,49,,,,70.22266255502412,-148.4719987,8/15/20,Colleen_T2,A2.7,T2,
42,25,54,,,,70.22265456854427,-148.4720107,8/15/20,Colleen_T2,A2.7,T2,
43,36,45,,,,70.22264658206362,-148.4720227,8/15/20,Colleen_T2,A2.7,T2,
44,39,41,,,,70.22263859558217,-148.4720347,8/15/20,Colleen_T2,A2.7,T2,
45,45,44,,,,70.22263060909988,-148.4720468,8/15/20,Colleen_T2,A2.7,T2,
46,50,33,,,,70.22262262,-148.4720588,8/15/20,Colleen_T2,A2.7,T2,
47,45,36,,,,70.22261464,-148.4720708,8/15/20,Colleen_T2,A2.7,T2,
48,40,38,,,,70.22260664964821,-148.4720828,8/15/20,Colleen_T2,A2.7,T2,
49,16,56,,,,70.22259866,-148.4720948,8/15/20,Colleen_T2,A2.7,T2,
50,0,45,,,,70.22259067667636,-148.4721069,8/15/20,Colleen_T2,A2.7,T2,
51,0,42,,,,70.22258269018923,-148.4721189,8/15/20,Colleen_T2,A2.7,T2,
52,0,54,,,,70.22257470370128,-148.4721309,8/15/20,Colleen_T2,A2.7,T2,
53,0,55,,,,70.22256671721253,-148.4721429,8/15/20,Colleen_T2,A2.7,T2,
54,0,57,,,,70.22255873072297,-148.4721549,8/15/20,Colleen_T2,A2.7,T2,
55,0,53,,,,70.22255074423259,-148.4721669,8/15/20,Colleen_T2,A2.7,T2,
56,0,55,,,,70.22254275774141,-148.472179,8/15/20,Colleen_T2,A2.7,T2,
57,0,48,,,,70.22253477124941,-148.472191,8/15/20,Colleen_T2,A2.7,T2,
58,0,53,,,,70.22252678,-148.472203,8/15/20,Colleen_T2,A2.7,T2,
59,0,54,,,,70.22251879826298,-148.472215,8/15/20,Colleen_T2,A2.7,T2,
60,0,56,,,,70.22251081176856,-148.472227,8/15/20,Colleen_T2,A2.7,T2,
61,0,53,,,,70.22250282527332,-148.472239,8/15/20,Colleen_T2,A2.7,T2,
62,0,44,,,,70.22249483877727,-148.4722511,8/15/20,Colleen_T2,A2.7,T2,
63,0,45,,,,70.22248685228041,-148.4722631,8/15/20,Colleen_T2,A2.7,T2,
64,0,45,,,,70.22247886578275,-148.4722751,8/15/20,Colleen_T2,A2.7,T2,
65,0,42,,,,70.22247087928426,-148.4722871,8/15/20,Colleen_T2,A2.7,T2,
66,0,41,,,,70.22246289278497,-148.4722991,8/15/20,Colleen_T2,A2.7,T2,
67,0,50,,,,70.22245490628488,-148.4723111,8/15/20,Colleen_T2,A2.7,T2,
68,0,63,,,,70.22244691978398,-148.4723232,8/15/20,Colleen_T2,A2.7,T2,
69,7,51,,,,70.22243893328225,-148.4723352,8/15/20,Colleen_T2,A2.7,T2,
70,9,49,,,,70.22243094677972,-148.4723472,8/15/20,Colleen_T2,A2.7,T2,
71,4,56,,,,70.22242296027638,-148.4723592,8/15/20,Colleen_T2,A2.7,T2,
72,0,54,,,,70.22241497377223,-148.4723712,8/15/20,Colleen_T2,A2.7,T2,
73,0,55,,,,70.22240698726728,-148.4723832,8/15/20,Colleen_T2,A2.7,T2,
74,0,50,,,,70.222399,-148.4723953,8/15/20,Colleen_T2,A2.7,T2,
75,0,45,,,,70.22239101425492,-148.4724073,8/15/20,Colleen_T2,A2.7,T2,
76,0,42,,,,70.22238302774753,-148.4724193,8/15/20,Colleen_T2,A2.7,T2,
77,0,47,,,,70.22237504123933,-148.4724313,8/15/20,Colleen_T2,A2.7,T2,
78,0,45,,,,70.22236705473031,-148.4724433,8/15/20,Colleen_T2,A2.7,T2,
79,0,47,,,,70.22235907,-148.4724553,8/15/20,Colleen_T2,A2.7,T2,
80,0,41,,,,70.22235108170986,-148.4724673,8/15/20,Colleen_T2,A2.7,T2,
81,0,42,,,,70.22234309519841,-148.4724794,8/15/20,Colleen_T2,A2.7,T2,
82,0,46,,,,70.22233510868617,-148.4724914,8/15/20,Colleen_T2,A2.7,T2,
83,0,64,,,,70.22232712,-148.4725034,8/15/20,Colleen_T2,A2.7,T2,
84,10,86,,,,70.22231913565923,-148.4725154,8/15/20,Colleen_T2,A2.7,T2,
85,45,55,,,,70.22231114914455,-148.4725274,8/15/20,Colleen_T2,A2.7,T2,
86,64,38,,,,70.22230316262906,-148.4725394,8/15/20,Colleen_T2,A2.7,T2,
87,55,43,,,,70.22229517611275,-148.4725515,8/15/20,Colleen_T2,A2.7,T2,
88,42,55,,,,70.22228718959563,-148.4725635,8/15/20,Colleen_T2,A2.7,T2,
89,36,58,,,,70.22227920307772,-148.4725755,8/15/20,Colleen_T2,A2.7,T2,
90,24,71,,,,70.22227121655898,-148.4725875,8/15/20,Colleen_T2,A2.7,T2,
91,18,72,,,,70.22226323003943,-148.4725995,8/15/20,Colleen_T2,A2.7,T2,
92,9,67,,,,70.22225524351907,-148.4726115,8/15/20,Colleen_T2,A2.7,T2,
93,21,71,,,,70.22224725699792,-148.4726236,8/15/20,Colleen_T2,A2.7,T2,
94,0,67,,,,70.22223927047594,-148.4726356,8/15/20,Colleen_T2,A2.7,T2,
95,0,47,,,,70.22223128395315,-148.4726476,8/15/20,Colleen_T2,A2.7,T2,
96,0,50,,,,70.22222329742955,-148.4726596,8/15/20,Colleen_T2,A2.7,T2,
97,0,55,,,,70.22221531090514,-148.4726716,8/15/20,Colleen_T2,A2.7,T2,
98,0,52,,,,70.22220732437994,-148.4726836,8/15/20,Colleen_T2,A2.7,T2,
99,0,51,,,,70.22219933785391,-148.4726957,8/15/20,Colleen_T2,A2.7,T2,
100,0,53,,,,70.22219135132707,-148.4727077,8/15/20,Colleen_T2,A2.7,T2,
105,0,63,,,,70.22215141868074,-148.4727678,8/15/20,Colleen_T2,A2.7,T2,
110,0,68,,,,70.22211148601414,-148.4728278,8/15/20,Colleen_T2,A2.7,T2,
115,0,47,,,,70.22207155,-148.4728879,8/15/20,Colleen_T2,A2.7,T2,
120,0,65,,,,70.22203162062019,-148.472948,8/15/20,Colleen_T2,A2.7,T2,
125,0,78,,,,70.22199168789284,-148.4730081,8/15/20,Colleen_T2,A2.7,T2,
130,0,53,,,,70.22195175514523,-148.4730682,8/15/20,Colleen_T2,A2.7,T2,
135,16,50,,,,70.22191182237735,-148.4731282,8/15/20,Colleen_T2,A2.7,T2,
140,0,48,,,,70.22187188958924,-148.4731883,8/15/20,Colleen_T2,A2.7,T2,
145,0,47,,,,70.22183195678086,-148.4732484,8/15/20,Colleen_T2,A2.7,T2,
150,0,54,,,,70.22179202395223,-148.4733085,8/15/20,Colleen_T2,A2.7,T2,
155,0,57,,,,70.22175209110334,-148.4733686,8/15/20,Colleen_T2,A2.7,T2,
160,0,56,,,,70.22171216,-148.4734286,8/15/20,Colleen_T2,A2.7,T2,
165,0,58,,,,70.22167223,-148.4734887,8/15/20,Colleen_T2,A2.7,T2,
170,26,59,,,,70.22163229243516,-148.4735488,8/15/20,Colleen_T2,A2.7,T2,
175,0,48,,,,70.22159235950527,-148.4736089,8/15/20,Colleen_T2,A2.7,T2,
180,0,41,,,,70.22155243,-148.473669,8/15/20,Colleen_T2,A2.7,T2,
185,0,53,,,,70.22151249,-148.473729,8/15/20,Colleen_T2,A2.7,T2,
190,0,51,,,,70.22147256059404,-148.4737891,8/15/20,Colleen_T2,A2.7,T2,
195,0,50,,,,70.22143262758313,-148.4738492,8/15/20,Colleen_T2,A2.7,T2,
200,0,48,,,,70.22139269455195,-148.4739093,8/15/20,Colleen_T2,A2.7,T2,
0,-,-,,,,70.196632,-148.423976,8/16/20,Airport_T3,A2.8,T3,
1,-,-,,,,70.19662513361753,-148.423959,8/16/20,Airport_T3,A2.8,T3,
2,-,-,,,,70.19661826723345,-148.423942,8/16/20,Airport_T3,A2.8,T3,
3,-,-,,,,70.19661140084776,-148.423925,8/16/20,Airport_T3,A2.8,T3,
4,0,65,,,,70.19660453446045,-148.423908,8/16/20,Airport_T3,A2.8,T3,
5,0,57,,,,70.19659766807152,-148.423891,8/16/20,Airport_T3,A2.8,T3,
6,0,59,,,,70.19659080168098,-148.423874,8/16/20,Airport_T3,A2.8,T3,
7,0,50,,,,70.19658393528884,-148.423857,8/16/20,Airport_T3,A2.8,T3,
8,0,45,,,,70.19657706889508,-148.4238401,8/16/20,Airport_T3,A2.8,T3,
9,0,44,,,,70.19657020249971,-148.4238231,8/16/20,Airport_T3,A2.8,T3,
10,0,61,,,,70.19656333610273,-148.4238061,8/16/20,Airport_T3,A2.8,T3,
11,0,49,,,,70.19655646970413,-148.4237891,8/16/20,Airport_T3,A2.8,T3,
12,0,49,,,,70.19654960330391,-148.4237721,8/16/20,Airport_T3,A2.8,T3,
13,0,58,,,,70.19654274,-148.4237551,8/16/20,Airport_T3,A2.8,T3,
14,0,55,,,,70.19653587049865,-148.4237381,8/16/20,Airport_T3,A2.8,T3,
15,0,55,,,,70.196529,-148.4237211,8/16/20,Airport_T3,A2.8,T3,
16,0,63,,,,70.19652213768694,-148.4237041,8/16/20,Airport_T3,A2.8,T3,
17,0,53,,,,70.19651527127867,-148.4236871,8/16/20,Airport_T3,A2.8,T3,
18,0,57,,,,70.19650840486878,-148.4236701,8/16/20,Airport_T3,A2.8,T3,
19,0,57,,,,70.19650153845727,-148.4236531,8/16/20,Airport_T3,A2.8,T3,
20,0,59,,,,70.19649467204415,-148.4236361,8/16/20,Airport_T3,A2.8,T3,
21,0,64,,,,70.19648780562943,-148.4236191,8/16/20,Airport_T3,A2.8,T3,
22,0,58,,,,70.19648093921309,-148.4236022,8/16/20,Airport_T3,A2.8,T3,
23,0,57,,,,70.19647407279513,-148.4235852,8/16/20,Airport_T3,A2.8,T3,
24,0,57,,,,70.19646720637556,-148.4235682,8/16/20,Airport_T3,A2.8,T3,
25,0,58,,,,70.19646033995438,-148.4235512,8/16/20,Airport_T3,A2.8,T3,
26,0,49,,,,70.19645347353159,-148.4235342,8/16/20,Airport_T3,A2.8,T3,
27,0,49,,,,70.19644660710719,-148.4235172,8/16/20,Airport_T3,A2.8,T3,
28,0,48,,,,70.19643974068117,-148.4235002,8/16/20,Airport_T3,A2.8,T3,
29,0,51,,,,70.19643287425353,-148.4234832,8/16/20,Airport_T3,A2.8,T3,
30,0,49,,,,70.19642600782429,-148.4234662,8/16/20,Airport_T3,A2.8,T3,
31,0,51,,,,70.19641914139343,-148.4234492,8/16/20,Airport_T3,A2.8,T3,
32,0,56,,,,70.19641227496096,-148.4234322,8/16/20,Airport_T3,A2.8,T3,
33,0,69,,,,70.19640540852689,-148.4234152,8/16/20,Airport_T3,A2.8,T3,
34,0,38,,,,70.19639854209117,-148.4233982,8/16/20,Airport_T3,A2.8,T3,
35,0,49,,,,70.19639167565387,-148.4233813,8/16/20,Airport_T3,A2.8,T3,
36,0,52,,,,70.19638480921495,-148.4233643,8/16/20,Airport_T3,A2.8,T3,
37,0,57,,,,70.19637794,-148.4233473,8/16/20,Airport_T3,A2.8,T3,
38,0,49,,,,70.19637107633227,-148.4233303,8/16/20,Airport_T3,A2.8,T3,
39,0,54,,,,70.19636421,-148.4233133,8/16/20,Airport_T3,A2.8,T3,
40,0,57,,,,70.19635734344313,-148.4232963,8/16/20,Airport_T3,A2.8,T3,
41,0,50,,,,70.19635047699613,-148.4232793,8/16/20,Airport_T3,A2.8,T3,
42,0,47,,,,70.19634361054753,-148.4232623,8/16/20,Airport_T3,A2.8,T3,
43,0,48,,,,70.19633674409732,-148.4232453,8/16/20,Airport_T3,A2.8,T3,
44,0,51,,,,70.19632988,-148.4232283,8/16/20,Airport_T3,A2.8,T3,
45,0,60,,,,70.19632301119205,-148.4232113,8/16/20,Airport_T3,A2.8,T3,
46,0,43,,,,70.19631614,-148.4231943,8/16/20,Airport_T3,A2.8,T3,
47,0,81,,,,70.19630927828034,-148.4231773,8/16/20,Airport_T3,A2.8,T3,
48,0,55,,,,70.19630241182206,-148.4231603,8/16/20,Airport_T3,A2.8,T3,
49,1,56,,,,70.19629554536216,-148.4231434,8/16/20,Airport_T3,A2.8,T3,
50,0,66,,,,70.19628867890066,-148.4231264,8/16/20,Airport_T3,A2.8,T3,
51,0,61,,,,70.19628181243755,-148.4231094,8/16/20,Airport_T3,A2.8,T3,
52,0,53,,,,70.19627494597282,-148.4230924,8/16/20,Airport_T3,A2.8,T3,
53,0,50,,,,70.19626807950647,-148.4230754,8/16/20,Airport_T3,A2.8,T3,
54,0,56,,,,70.19626121303851,-148.4230584,8/16/20,Airport_T3,A2.8,T3,
55,0,59,,,,70.19625434656894,-148.4230414,8/16/20,Airport_T3,A2.8,T3,
56,0,61,,,,70.19624748009775,-148.4230244,8/16/20,Airport_T3,A2.8,T3,
57,0,60,,,,70.19624061362497,-148.4230074,8/16/20,Airport_T3,A2.8,T3,
58,0,60,,,,70.19623374715056,-148.4229904,8/16/20,Airport_T3,A2.8,T3,
59,0,58,,,,70.19622688067453,-148.4229734,8/16/20,Airport_T3,A2.8,T3,
60,0,63,,,,70.19622001,-148.4229564,8/16/20,Airport_T3,A2.8,T3,
61,0,56,,,,70.19621314771764,-148.4229394,8/16/20,Airport_T3,A2.8,T3,
62,0,53,,,,70.19620628,-148.4229225,8/16/20,Airport_T3,A2.8,T3,
63,0,56,,,,70.19619941475432,-148.4229055,8/16/20,Airport_T3,A2.8,T3,
64,0,51,,,,70.19619254827023,-148.4228885,8/16/20,Airport_T3,A2.8,T3,
65,0,44,,,,70.19618568178453,-148.4228715,8/16/20,Airport_T3,A2.8,T3,
66,0,42,,,,70.19617881529723,-148.4228545,8/16/20,Airport_T3,A2.8,T3,
67,0,51,,,,70.19617195,-148.4228375,8/16/20,Airport_T3,A2.8,T3,
68,0,77,,,,70.19616508231776,-148.4228205,8/16/20,Airport_T3,A2.8,T3,
69,1,51,,,,70.19615822,-148.4228035,8/16/20,Airport_T3,A2.8,T3,
70,5,52,,,,70.19615134933184,-148.4227865,8/16/20,Airport_T3,A2.8,T3,
71,0,44,,,,70.19614448283647,-148.4227695,8/16/20,Airport_T3,A2.8,T3,
72,0,79,,,,70.19613761633948,-148.4227525,8/16/20,Airport_T3,A2.8,T3,
73,0,48,,,,70.19613074984088,-148.4227355,8/16/20,Airport_T3,A2.8,T3,
74,0,55,,,,70.19612388334066,-148.4227185,8/16/20,Airport_T3,A2.8,T3,
75,0,61,,,,70.19611701683883,-148.4227016,8/16/20,Airport_T3,A2.8,T3,
76,0,59,,,,70.19611015033539,-148.4226846,8/16/20,Airport_T3,A2.8,T3,
77,0,55,,,,70.19610328383034,-148.4226676,8/16/20,Airport_T3,A2.8,T3,
78,0,56,,,,70.19609641732367,-148.4226506,8/16/20,Airport_T3,A2.8,T3,
79,0,56,,,,70.19608955081539,-148.4226336,8/16/20,Airport_T3,A2.8,T3,
80,0,59,,,,70.19608268,-148.4226166,8/16/20,Airport_T3,A2.8,T3,
81,0,55,,,,70.19607582,-148.4225996,8/16/20,Airport_T3,A2.8,T3,
82,0,52,,,,70.19606895128086,-148.4225826,8/16/20,Airport_T3,A2.8,T3,
83,0,69,,,,70.19606208476614,-148.4225656,8/16/20,Airport_T3,A2.8,T3,
84,0,64,,,,70.19605522,-148.4225486,8/16/20,Airport_T3,A2.8,T3,
85,0,60,,,,70.19604835173185,-148.4225316,8/16/20,Airport_T3,A2.8,T3,
86,0,59,,,,70.19604148521228,-148.4225146,8/16/20,Airport_T3,A2.8,T3,
87,0,65,,,,70.19603461869109,-148.4224976,8/16/20,Airport_T3,A2.8,T3,
88,0,53,,,,70.19602775216829,-148.4224807,8/16/20,Airport_T3,A2.8,T3,
89,0,51,,,,70.19602088564389,-148.4224637,8/16/20,Airport_T3,A2.8,T3,
90,0,59,,,,70.19601401911785,-148.4224467,8/16/20,Airport_T3,A2.8,T3,
91,0,55,,,,70.19600715259023,-148.4224297,8/16/20,Airport_T3,A2.8,T3,
92,0,61,,,,70.19600028606098,-148.4224127,8/16/20,Airport_T3,A2.8,T3,
93,0,59,,,,70.19599341953011,-148.4223957,8/16/20,Airport_T3,A2.8,T3,
94,0,65,,,,70.19598655299765,-148.4223787,8/16/20,Airport_T3,A2.8,T3,
95,0,65,,,,70.19597968646356,-148.4223617,8/16/20,Airport_T3,A2.8,T3,
96,0,54,,,,70.19597281992786,-148.4223447,8/16/20,Airport_T3,A2.8,T3,
97,0,54,,,,70.19596595339056,-148.4223277,8/16/20,Airport_T3,A2.8,T3,
98,0,61,,,,70.19595908685162,-148.4223107,8/16/20,Airport_T3,A2.8,T3,
99,0,60,,,,70.19595222031109,-148.4222937,8/16/20,Airport_T3,A2.8,T3,
100,0,67,,,,70.19594535376893,-148.4222768,8/16/20,Airport_T3,A2.8,T3,
0,34,>106,,,,70.196737,-148.424274,8/16/20,Airport_T4,A2.8,T4,
1,14,94,,,,70.19674386638077,-148.424291,8/16/20,Airport_T4,A2.8,T4,
2,1,74,,,,70.19675073275994,-148.424308,8/16/20,Airport_T4,A2.8,T4,
3,10,59,,,,70.19675759913748,-148.424325,8/16/20,Airport_T4,A2.8,T4,
4,19,57,,,,70.19676446551341,-148.424342,8/16/20,Airport_T4,A2.8,T4,
5,21,59,,,,70.19677133188773,-148.424359,8/16/20,Airport_T4,A2.8,T4,
6,21,67,,,,70.19677819826045,-148.424376,8/16/20,Airport_T4,A2.8,T4,
7,20,81,,,,70.19678506463154,-148.424393,8/16/20,Airport_T4,A2.8,T4,
8,27,63,,,,70.19679193100103,-148.4244099,8/16/20,Airport_T4,A2.8,T4,
9,23,56,,,,70.1967988,-148.4244269,8/16/20,Airport_T4,A2.8,T4,
10,18,60,,,,70.19680566373515,-148.4244439,8/16/20,Airport_T4,A2.8,T4,
11,19,61,,,,70.19681253,-148.4244609,8/16/20,Airport_T4,A2.8,T4,
12,20,61,,,,70.19681939646283,-148.4244779,8/16/20,Airport_T4,A2.8,T4,
