site_id,transect_name,ecotype,pf_observed,lon,lat,date,pf_depth,thaw_depth,obs_limit,source,method
413,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48519599790833,61.238957732155754,07/13/2016,38.0,38.0,125,Whitley_2018,tp
414,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4852076171356,61.238950714867315,07/13/2016,42.0,42.0,125,Whitley_2018,tp
415,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48521923449476,61.238943697584496,07/13/2016,51.0,51.0,125,Whitley_2018,tp
416,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48523085371167,61.23893668029403,07/13/2016,57.0,57.0,125,Whitley_2018,tp
417,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4852424710605,61.23892966300925,07/13/2016,57.0,57.0,125,Whitley_2018,tp
418,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48525409026703,61.23892264571679,07/13/2016,57.0,57.0,125,Whitley_2018,tp
419,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48526570760555,61.23891562842998,07/13/2016,52.0,52.0,125,Whitley_2018,tp
420,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48527732680176,61.23890861113553,07/13/2016,40.0,40.0,125,Whitley_2018,tp
421,8,Lowland Moist Graminoid Sedge Meadow,1,-165.4852889441299,61.23890159384676,07/13/2016,38.0,38.0,125,Whitley_2018,tp
422,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48530056331572,61.238894576550315,07/13/2016,31.0,31.0,125,Whitley_2018,tp
423,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48531218063354,61.23888755925953,07/13/2016,38.0,38.0,125,Whitley_2018,tp
424,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48532379980904,61.238880541961095,07/13/2016,34.0,34.0,125,Whitley_2018,tp
425,8,Lowland Moist Graminoid Sedge Meadow,1,-165.48533541711652,61.23887352466832,07/13/2016,46.0,46.0,125,Whitley_2018,tp
426,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4869592521751,61.238001008718975,07/13/2016,34.0,34.0,125,Whitley_2018,tp
427,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48696873782487,61.23799328071668,07/13/2016,33.0,33.0,125,Whitley_2018,tp
428,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48697822346998,61.23798555271372,07/13/2016,33.0,33.0,125,Whitley_2018,tp
429,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4869877072476,61.23797782471677,07/13/2016,58.0,58.0,125,Whitley_2018,tp
430,9,Thermokarst Pit,1,-165.4869971930222,61.23797010568974,07/13/2016,88.0,88.0,125,Whitley_2018,tp
431,9,Thermokarst Pit,1,-165.4870066786534,61.23796237768479,07/13/2016,78.0,78.0,125,Whitley_2018,tp
432,9,Thermokarst Pit,1,-165.48701616427988,61.23795464967914,07/13/2016,71.0,71.0,125,Whitley_2018,tp
433,9,Thermokarst Pit,1,-165.48702564990174,61.237946921672844,07/13/2016,78.0,78.0,125,Whitley_2018,tp
434,9,Thermokarst Pit,1,-165.48703513365615,61.23793919367256,07/13/2016,100.0,100.0,125,Whitley_2018,tp
435,9,Thermokarst Pit,1,-165.48704461926874,61.23793146566494,07/13/2016,72.0,72.0,125,Whitley_2018,tp
436,9,Thermokarst Pit,1,-165.48705410501546,61.23792374663392,07/13/2016,79.0,79.0,125,Whitley_2018,tp
437,9,Thermokarst Pit,1,-165.48706359061873,61.23791601862493,07/13/2016,72.0,72.0,125,Whitley_2018,tp
438,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48707307621734,61.237908290615316,07/13/2016,42.0,42.0,125,Whitley_2018,tp
439,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48708256181132,61.237900562605,07/13/2016,36.0,36.0,125,Whitley_2018,tp
440,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48709204553785,61.237892834600736,07/13/2016,36.0,36.0,125,Whitley_2018,tp
441,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48710153112253,61.23788510658909,07/13/2016,29.0,29.0,125,Whitley_2018,tp
442,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48711101684137,61.23787738755406,07/13/2016,32.0,32.0,125,Whitley_2018,tp
443,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48712050241676,61.23786965954108,07/13/2016,40.0,40.0,125,Whitley_2018,tp
444,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4871299879875,61.237861931527426,07/13/2016,43.0,43.0,125,Whitley_2018,tp
445,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4871394716908,61.23785420351984,07/13/2016,32.0,32.0,125,Whitley_2018,tp
446,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4871489572522,61.237846475504846,07/13/2016,40.0,40.0,125,Whitley_2018,tp
447,9,Lowland Moist Graminoid Sedge Meadow,1,-165.487158442809,61.237838747489214,07/13/2016,22.0,22.0,125,Whitley_2018,tp
448,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48716792849996,61.23783102845018,07/13/2016,37.0,37.0,125,Whitley_2018,tp
449,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48717741404747,61.23782330043321,07/13/2016,33.0,33.0,125,Whitley_2018,tp
450,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48718689772753,61.23781557242224,07/13/2016,36.0,36.0,125,Whitley_2018,tp
451,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4871963832657,61.23780784440394,07/13/2016,31.0,31.0,125,Whitley_2018,tp
452,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48720586879926,61.23780011638495,07/13/2016,35.0,35.0,125,Whitley_2018,tp
453,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48721535432816,61.23779238836532,07/13/2016,34.0,34.0,125,Whitley_2018,tp
454,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4872248398524,61.23778466034501,07/13/2016,36.0,36.0,125,Whitley_2018,tp
455,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48723432364807,61.237776941308,07/13/2016,45.0,45.0,125,Whitley_2018,tp
456,9,Lowland Moist Graminoid Sedge Meadow,1,-165.487243809163,61.23776921328635,07/13/2016,38.0,38.0,125,Whitley_2018,tp
457,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4872532946733,61.237761485264016,07/13/2016,43.0,43.0,125,Whitley_2018,tp
458,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48726278017898,61.23775375724105,07/13/2016,47.0,47.0,125,Whitley_2018,tp
459,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48727226568,61.237746029217405,07/13/2016,38.0,38.0,125,Whitley_2018,tp
460,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48728175117634,61.23773830119309,07/13/2016,39.0,39.0,125,Whitley_2018,tp
461,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48729123494414,61.23773058215206,07/13/2016,45.0,45.0,125,Whitley_2018,tp
462,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4873007204312,61.23772285412642,07/13/2016,38.0,38.0,125,Whitley_2018,tp
463,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48731020591362,61.23771512610009,07/13/2016,33.0,33.0,125,Whitley_2018,tp
464,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48731969139138,61.23770739807312,07/13/2016,40.0,40.0,125,Whitley_2018,tp
465,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4873291768645,61.237699670045465,07/13/2016,35.0,35.0,125,Whitley_2018,tp
466,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4873386604702,61.23769194202385,07/13/2016,40.0,40.0,125,Whitley_2018,tp
467,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48734814607292,61.237684222972135,07/13/2016,41.0,41.0,125,Whitley_2018,tp
468,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48735763153206,61.23767649494249,07/13/2016,37.0,37.0,125,Whitley_2018,tp
469,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48736711698658,61.23766876691217,07/13/2016,33.0,33.0,125,Whitley_2018,tp
470,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48737660243646,61.237661038881186,07/13/2016,31.0,31.0,125,Whitley_2018,tp
471,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48738608601892,61.237653310856224,07/13/2016,44.0,44.0,125,Whitley_2018,tp
472,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48739557145947,61.23764558282391,07/13/2016,52.0,52.0,125,Whitley_2018,tp
473,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48740505689543,61.23763785479093,07/13/2016,49.0,49.0,125,Whitley_2018,tp
474,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48741454246561,61.23763013573452,07/13/2016,32.0,32.0,125,Whitley_2018,tp
475,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48742402789225,61.23762240770021,07/13/2016,42.0,42.0,125,Whitley_2018,tp
476,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48743351331424,61.237614679665214,07/13/2016,36.0,36.0,125,Whitley_2018,tp
477,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48744299686882,61.23760695163625,07/13/2016,38.0,38.0,125,Whitley_2018,tp
478,9,Lowland Moist Graminoid Sedge Meadow,1,-165.4874524822815,61.23759922359993,07/13/2016,35.0,35.0,125,Whitley_2018,tp
479,9,Lowland Moist Graminoid Sedge Meadow,1,-165.48746196768954,61.237591495562945,07/13/2016,55.0,55.0,125,Whitley_2018,tp
480,9,Rackline,1,-165.48747145323185,61.23758377650256,07/13/2016,92.0,92.0,125,Whitley_2018,tp
481,9,Lowland Wet Sedge Meadow,0,-165.4874809386306,61.23757604846423,07/13/2016,,,125,Whitley_2018,tp
482,9,Lowland Wet Sedge Meadow,0,-165.48749042216193,61.23756832043194,07/13/2016,,,125,Whitley_2018,tp
483,9,Lowland Wet Sedge Meadow,0,-165.48749990755138,61.237560592392285,07/13/2016,,,125,Whitley_2018,tp
484,9,Lowland Moist Graminoid Sedge Meadow,0,-165.48750939293618,61.237552864351954,07/13/2016,,,125,Whitley_2018,tp
485,9,Lowland Wet Sedge Meadow,1,-165.48751887831634,61.237545136310935,07/13/2016,97.0,97.0,125,Whitley_2018,tp
486,9,Lowland Wet Sedge Meadow,0,-165.48752836383076,61.23753741724655,07/13/2016,,,125,Whitley_2018,tp
487,9,Lowland Wet Sedge Meadow,0,-165.48753784733884,61.23752968921093,07/13/2016,,,125,Whitley_2018,tp
488,9,Lowland Wet Sedge Meadow,0,-165.48754733270505,61.23752196116793,07/13/2016,,,125,Whitley_2018,tp
489,9,Lowland Wet Sedge Meadow,0,-165.48755681806662,61.23751423312427,07/13/2016,,,125,Whitley_2018,tp
490,9,Lowland Wet Sedge Meadow,0,-165.48756630342353,61.23750650507995,07/13/2016,,,125,Whitley_2018,tp
491,9,Lowland Wet Sedge Meadow,0,-165.48757578877579,61.23749877703495,07/13/2016,,,125,Whitley_2018,tp
492,9,Lowland Wet Sedge Meadow,0,-165.4875852723996,61.23749105797324,07/13/2016,,,125,Whitley_2018,tp
