SiteIDYear,SiteID,SiteIDShort,SiteIDFld,Project,Date,Time,Year,ObservEnv,ObservVeg,ObservSoil,ObservWat,ObservDLog,ObservOther,LocBiome,LocEcoregion,LocLandmark,LocCode,LatWGS84,LonWGS84,ElevEllip_m,LatNAD83-11,LonNAD83-11,ElevOrtho_m,ElevMeth,PlotType,PlotSize_m,PlotRepeat,PlotPhotos,PlotVegID,PlotSoilID,PlotWatID,PlotDlogID,Treatment,TreatAggr,Physiog,Slope_deg,Aspect_deg,Aspect_Card,GeomSurfFld,GeomSurfFnl,GeomSurfAlt,GeomSubFld,GeomSubFnl,GeomSurfSub,GeomDom,GeomAggr,TopoMacro,TopoMicro,TopoRelief_cm,TopoDepress_m,TkarstType,TKarstStage,TKarstStageAlt,SurfRockPct,SurfFrostScarPct,WaterDep_cm,WaterAbvBlw,WaterSat30,WaterRegNWI,WaterpH,WaterEC_uScm,SoilpH10,SoilpH40,SoilpHGrad,SoilEC10_uScm,SitepH,SiteEC_uScm,SiteChem,SoilMotlDep_cm,SoilGleyDep_cm,SoilDrainage,SoilMoisture,SoilHydric,SoilOrgSurfThk_cm,SoilOrgCum40_cm,SoilOrgPostTK_cm,SoilTxtMin40,SoilTxtDom40,SoilSiltThk_cm,SoilRockDep_cm,SoilThawDep_cm,SoilFrostBot_cm,SoilCryoturb,SoilPFrost,SoilIceWdgDep_cm,SoilObsDep_cm,SoilStrat,SoilSamples,SoilMethod,SoilClassFld,SoilClassFnl,SoilClassEd,SoilLandscape,VegClass4Fld,VegClass4Fnl,VegClass4Alt,VegStruct,VegDomSpec,VegFlorClass,VegMethod,VegQual,DisturbClass,DisturbYear,DisturbInterv,EcotypeFld,EcotypeLvl8,Wetland,NotesFld,NotesOff,ClimMAAT_C,ClimMAP_mm,ClimMethod,DataRevEnv,DataRevSoil,DataRevVeg,DataOrigin,OutlierEnv,OutlierVeg,References,WaterStore_m,CarbStock_kgm2,CarbWat_SumDepth,CarbStock_PostTK_kgm2,FolderPath,FolderStatus,WebSiteUploadTxt
HL-T2-100-2011,HL-T2-100,T2-100,HL-T2-100,NSF Ice-wedge Degradation,10/12/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.04,172,,,,GPS-recr,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,Elli,nd,nd,nd,nd/nd,Elli,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,U,p,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,nd,nd,U,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-172-5-2011,HL-T2-172-5,T2-172-5,HL-T2-172-5,NSF Ice-wedge Degradation,10/12/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,172,,,,GPS-recr,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,Ell,nd,nd,nd,nd/nd,Ell,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,U,a,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,nd,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-200-2011,HL-T2-200,T2-200,HL-T2-200,NSF Ice-wedge Degradation,10/12/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,170,,,,GPS-recr,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,Ell,nd,nd,nd,nd/nd,Ell,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,U,a,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,nd,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-243-2013,HL-T2-243,T2-243,HL-T2-243,NSF Ice-wedge Degradation,10/23/13 0:00,,2013,Jorgenson,n,Kanevskiy/Jorgenson,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,168,,,,GPS-recr,Soil,1m rad,1,y,nd,HL-T2-243,na,na,nd,nd,P,0,0,,Ell,Ell,Ltnc,nd,Ell,Ell/Ell,Ell,El,Bd,Phh,200,999,ND,DA,nd,0,0,999,u,u,ND,0,0,0,0,99,0,0,0,X,999,999,Ps,M,y,60,60,999,L,P,9999,9999,500,999,a,p,999,500,y,Y,c,nd,nd,nd,BPP,Hgmb,Hgmb,nd,MG,nd,nd,nd,p,Ngt,0,0,nd,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HL-T2-243,photos,9/28/22
HL-T2-250-2011,HL-T2-250,T2-250,HL-T2-250,NSF Ice-wedge Degradation,10/12/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,169,,,,GPS-recr,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,nd,nd,nd,nd,nd/nd,nd,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,U,u,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,nd,nd,U,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-257-2011,HL-T2-257,T2-257,HL-T2-257,NSF Ice-wedge Degradation,10/12/11 0:00,,2011,Jorgenson,n,Kanevskiy/Jorgenson,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,174,,,,GPS-recr,Perm-Soil,1m rad,1,y,nd,HL-T2-257,na,na,nd,nd,L,0,0,,Elui,Elli,nd,nd,Elli,Elui/Elli,Elli,El,F,Fh,20,999,ND,DA,nd,0,0,999,u,u,ND,0,0,0,0,99,0,0,0,X,999,999,Ps,M,n,14,14,999,L,L,9999,9999,100,999,a,p,999,1040,y,Y,E,nd,nd,nd,BLL,Fnobs,Fnobs,nd,WN,nd,nd,nd,p,Ngt,0,0,nd,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HL-T2-257,photos,9/28/22
HL-T2-274-2011,HL-T2-274,T2-274,HL-T2-274-Core,NSF Ice-wedge Degradation,10/12/11 0:00,,2011,Jorgenson,n,Kanevskiy/Jorgenson,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,174,,,,GPS-recr,Perm-Soil,1m rad,1,y,nd,HL-T2-274,na,na,nd,nd,L,0,0,,Elui,Elli,nd,nd,Elli,Elui/Elli,Elli,El,F,Fh,20,999,ND,UD,nd,0,0,999,u,u,ND,0,0,3.5,8.2,-4.7,33,3.5,33,A,999,999,Ps,M,n,19,19,999,L,L,9999,9999,95,999,a,p,999,442,y,Y,c,nd,nd,nd,BLL,Fnobs,Fnobs,nd,WN,nd,nd,nd,p,Ngt,0,0,ND,nd,U,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HL-T2-274,photos,9/28/22
HL-T2-300-2011,HL-T2-300,T2-300,HL-T2-300,NSF Ice-wedge Degradation,10/12/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,173,,,,GPS-recr,TopoSurv,na,1,y,nd,na,na,na,nd,nd,L,0,0,,nd,Elli,nd,nd,nd,nd/nd,Elli,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,U,u,999,9999,n,n,n,nd,nd,nd,BLU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,ND,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-Air-BARO-2012,HL-T2-Air-BARO,T2-Air-BARO,HL-BARO,NSF Ice-wedge Degradation,10/11/12 0:00,,2012,Jorgenson,n,nd,n,Jorgenson,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,174,,,,GPS-recr,Dlog,point,1,y,nd,na,na,HL-Air-BARO,LAT,LAT,L,0,0,F,Elli,Elli,nd,nd,nd,nd/nd,Elli,nd,F,NP,999,999,NA,nd,nd,0,999,999,u,u,nd,0,0,0,99,99,999,99,999,X,999,999,Ps,m,u,999,999,999,L,L,9999,999,999,999,U,p,999,9999,n,n,n,nd,nd,nd,BLL,nd,nd,nd,nd,nd,nd,nd,ND,A,0,0,ND,nd,U,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,need#http://need/#,none,9/28/22
HL-T2-BIR-ST-2012,HL-T2-BIR-ST,T2-BIR-ST,HL-BIR-ST5+140,NSF Ice-wedge Degradation,10/11/12 0:00,,2012,Jorgenson,n,nd,n,Jorgenson,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.04,172,,,,GPS-recr,Dlog,point,1,y,nd,na,na,HL-BIR,LFB,LFB,L,0,0,F,Elli,Elli,nd,nd,nd,nd/nd,Elli,Elli,F,NP,999,999,IM,DP,nd,0,999,999,u,u,U,0,0,0,99,99,999,99,999,X,999,999,Ps,m,u,999,999,999,L,L,9999,999,999,999,u,p,999,9999,n,n,n,nd,nd,nd,BLL,nd,Fbcb,nd,FB,nd,nd,nd,ND,A,0,0,ND,BLWWB,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,need#http://need/#,none,9/28/22
HL-T2-BM-ST-2012,HL-T2-BM-ST,T2-BM-ST,HL-T2-BM-ST5&100,NSF Ice-wedge Degradation,10/11/12 0:00,,2012,Jorgenson,n,nd,n,Jorgenson,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,170,,,,GPS-recr,Dlog,point,1,y,nd,na,na,HL-BM,PMG,PMG,P,0,0,F,Ldn,Ell,nd,nd,nd,nd/nd,Ell,nd,B,NP,999,999,LB,DP,nd,0,999,999,u,u,Nse,0,0,0,99,99,999,99,999,X,999,999,Ps,m,u,999,999,999,L,L,9999,999,999,999,U,a,999,9999,n,n,n,nd,nd,nd,BPL,nd,Hgmd,nd,MG,nd,nd,nd,ND,Ngt,0,0,nd,BPWMG,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,need#http://need/#,none,9/28/22
HL-T2-Bog-2021,HL-T2-Bog,T2-Bog-ST,"HL-TkPit-ST, HL-T2-304",NSF Ice-wedge Degradation,10/1/21 0:00,,2021,Jorgenson,n,nd,n,Jorgenson,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,173,0,0,0,GPS-recr,Dlog,na,1,y,nd,need,na,HL-Bog,LBM,LBM,L,0,0,F,Obc,Obc,nd,nd,nd,Ob/nd,Ob,Ell,B,Np,5,0,BG,DP,nd,0,0,2,a,y,Nse,0,0,0,0,99,999,99,0,A,999,999,P,w,n,999,999,999,P,P,9999,999,999,999,u,p,999,9999,n,n,n,nd,nd,nd,BLP,Hgwsmb,Hgwsmb,nd,BM,sphrip,nd,nd,d,Ngt,0,0,lowabm,BLBM,y,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,need#http://need/#,need,9/28/22
HL-T2-CAM1-2012,HL-T2-CAM1,T2-CAM1,HL-CAM1,NSF Ice-wedge Degradation,10/11/12 0:00,,2012,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,174,,,,GPS-recr,Cam,na,1,y,nd,na,na,na,nd,BPW,P,0,0,,nd,Wlsit,nd,nd,nd,nd/nd,Wlsit,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,F,nd,u,999,999,999,W,W,9999,9999,999,999,U,u,999,9999,n,n,n,nd,nd,nd,BPW,nd,nd,nd,SL,nd,nd,nd,ND,nd,0,0,nd,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-CAM2-2012,HL-T2-CAM2,T2-CAM2,HL-CAM2,NSF Ice-wedge Degradation,10/11/12 0:00,,2012,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,174,,,,GPS-recr,Cam,na,1,y,nd,na,na,na,nd,BPW,P,0,0,,nd,Wlsit,nd,nd,nd,nd/nd,Wlsit,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,F,nd,u,999,999,999,W,W,9999,9999,999,999,U,u,999,9999,n,n,n,nd,nd,nd,BPW,nd,nd,nd,SL,nd,nd,nd,ND,nd,0,0,ND,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-Exp2-2013,HL-T2-Exp2,T2-Exp2,HL-T2-260,NSF Ice-wedge Degradation,10/23/13 0:00,,2013,Jorgenson,n,Kanevskiy/Jorgenson,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,174,,,,GPS-recr,Perm-Soil,1m rad,1,y,nd,HL-T2-Exp2,na,na,nd,BLL,L,0,0,,Elui,Elli,nd,nd,Elli,Elui/Elli,Elli,El,F,Fh,20,999,ND,DA,nd,0,0,999,u,u,ND,0,0,4,7.5,-3.5,229,4,229,A,999,999,Ps,M,n,14,14,999,L,L,9999,9999,310,999,a,p,999,330,y,Y,E,nd,nd,nd,BLL,Fnobs,Fnobs,nd,WN,nd,nd,nd,p,Ngt,0,0,ND,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HL-T2-Exp2,photos,9/28/22
HL-T2-LDR-BS1-2011,HL-T2-LDR-BS1,T2-LDR-BS1,HL-BS1,NSF Ice-wedge Degradation,10/19/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,171,,,,GPS-recr,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,nd,nd,nd,nd,nd/nd,nd,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,u,u,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,ND,nd,U,,,99,999,ND,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-LDR-C1-2011,HL-T2-LDR-C1,T2-LDR-C1,HL-C1,NSF Ice-wedge Degradation,10/19/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,172,,,,GPS-recr,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,nd,nd,nd,nd,nd/nd,nd,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,u,u,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,ND,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-LDR2-2011,HL-T2-LDR2,T2-LDR2,HL-SCN2,NSF Ice-wedge Degradation,10/19/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,172,,,,Surv,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,nd,nd,nd,nd,nd/nd,nd,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,U,u,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,nd,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-LDR3-2011,HL-T2-LDR3,T2-LDR3,HL-SCN3,NSF Ice-wedge Degradation,10/19/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,172,,,,Surv,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,nd,nd,nd,nd,nd/nd,nd,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,U,u,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,nd,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-LDR4-2011,HL-T2-LDR4,T2-LDR4,HL-SCN4,NSF Ice-wedge Degradation,10/19/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,172,,,,Surv,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,nd,nd,nd,nd,nd/nd,nd,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,u,u,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,ND,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-LDR5-2011,HL-T2-LDR5,T2-LDR5,HL-SCN5,NSF Ice-wedge Degradation,10/19/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,173,,,,Surv,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,nd,nd,nd,nd,nd/nd,nd,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,u,u,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,nd,nd,U,,,99,999,ND,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-LDR7-2011,HL-T2-LDR7,T2-LDR7,HL-SCN7,NSF Ice-wedge Degradation,10/19/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,172,,,,Surv,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,nd,nd,nd,nd,nd/nd,nd,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,u,u,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,nd,nd,U,,,99,999,ND,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-LDR8-2011,HL-T2-LDR8,T2-LDR8,HL-SCN8,NSF Ice-wedge Degradation,10/19/11 0:00,,2011,Jorgenson,n,nd,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,172,,,,Surv,TopoSurv,na,1,y,nd,na,na,na,nd,nd,P,0,0,,nd,nd,nd,nd,nd,nd/nd,nd,nd,ND,ND,999,999,ND,nd,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,nd,nd,u,999,999,999,U,U,9999,9999,999,999,u,u,999,9999,n,n,n,nd,nd,nd,BPU,nd,nd,nd,nd,nd,nd,nd,ND,nd,0,0,nd,nd,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-LK1-WL-2012,HL-T2-LK1-WL,T2-WL1,HL-WL1,NSF Ice-wedge Degradation,10/11/12 0:00,,2012,Jorgenson,n,nd,n,Jorgenson,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,172,,,,GPS-recr,WatLvl,point,1,y,nd,na,na,HL-LK1,PLS,PLS,P,0,0,F,Wlsit,Wlsit,nd,nd,nd,ND/nd,Wlsit,Wlsit,W,w,999,999,LS,DP,nd,0,999,999,u,u,Np,0,0,99,99,99,999,99,999,X,999,999,F,a,u,999,999,999,W,W,9999,999,999,999,u,a,999,9999,n,n,n,nd,nd,nd,BPW,nd,Wf,nd,LS,nd,nd,nd,ND,Ngt,0,0,ND,BPLD,U,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HL-T2-WL1,photos,9/28/22
HL-T2-LK2-WL-2012,HL-T2-LK2-WL,T2-WL2,HL-WL2,NSF Ice-wedge Degradation,10/11/12 0:00,,2012,Jorgenson,n,nd,n,Jorgenson,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.04,172,,,,GPS-recr,WatLvl,point,1,y,nd,na,na,HL-LK2,PLS,PLS,P,0,0,F,Wlsit,Wlsit,nd,nd,nd,ND/nd,Wlsit,Wlsit,W,w,999,999,LD,DP,nd,0,999,999,u,u,Np,0,0,99,99,99,999,99,999,X,999,999,F,a,u,999,999,999,W,W,9999,999,999,999,u,a,999,9999,n,n,n,nd,nd,nd,BPW,nd,Wf,nd,LS,nd,nd,nd,ND,Ngt,0,0,ND,BPLD,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HL-T2-WL2,photos,9/28/22
HL-T2-MDW-ST-2012,HL-T2-MDW-ST,T2-MDW-ST,HL-MDW-ST5+150,NSF Ice-wedge Degradation,10/11/12 0:00,,2012,Jorgenson,n,nd,n,Jorgenson,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,175,,,,GPS-recr,Dlog,point,1,y,nd,na,na,HL-MDW,PMG,PMG,P,0,0,F,Ldn,Ell,nd,nd,nd,nd/nd,Ell,Ell,B,NP,999,999,CM,DP,nd,0,999,999,u,u,Nse,0,0,0,99,99,999,99,999,X,999,999,Ps,w,u,999,999,999,L,L,9999,999,999,999,u,u,999,9999,n,n,n,nd,nd,nd,BPL,nd,Hgmd,nd,MG,nd,nd,nd,ND,Ngt,0,0,ND,nd,U,,,99,999,ND,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-NF-ST-2015,HL-T2-NF-ST,T2-005,HL-NF-ST5&100,NSF Ice-wedge Degradation,5/19/15 0:00,,2015,Jorgenson,n,Kanevskiy/Jorgenson,n,Jorgenson,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.04,172,,,,GPS-recr,Dlog,1m,1,n,nd,na,na,HL-NF,LWN,LWN,L,0,0,F,Ell,Elli,nd,nd,Elli,Ell/Elli,Elli,Elli,F,Fh,20,999,UD,UD,nd,0,0,999,u,u,Nsa,0,0,3.9,5.7,-1.8,193,3.9,193,A,999,999,Ps,M,y,22,22,999,L,O,9999,999,61,999,a,p,999,353,n,Y,c,nd,nd,nd,BLO,Fnobs,Fnobs,nd,WN,nd,nd,nd,p,A,0,0,ND,BLWWN,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,na,none,na
HL-T2-WT-2012,HL-T2-WT,T2-WT,HL-WT,NSF Ice-wedge Degradation,10/11/12 0:00,,2012,Jorgenson,n,nd,n,Jorgenson,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.05,172,,,,GPS-recr,Dlog,point,1,y,nd,na,na,HL-T1-WT1,PLS,PLS,P,0,0,F,Wlsit,Wlsit,nd,nd,nd,nd/nd,Wlsit,nd,ND,ND,999,999,LS,DP,nd,0,999,999,u,u,nd,0,0,0,0,99,0,0,0,X,999,999,F,a,u,999,999,999,W,W,9999,9999,999,999,u,u,999,9999,n,n,n,nd,nd,nd,BPW,nd,Wf,nd,LS,nd,nd,nd,nd,Ngt,0,0,ND,BPLD,u,,,99,999,nd,n,n,n,UAF/AE,n,n,,0,0,0,,need#http://need/#,none,9/28/22
HL-YH1-2011,HL-YH1,YH1,HL-YH1,NSF Ice-wedge Degradation,10/16/11 0:00,,2011,Jorgenson,n,Kanevskiy/Jorgenson,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.75,-147.04,172,,,,GPS-recr,Perm-Soil,1m rad,1,y,nd,HL-YH1,na,na,nd,BUO,U,0,0,,Elui,Elui,nd,nd,Elui,Elui/Elui,Elui,El,Suv,Fh,20,999,ND,UD,nd,0,0,999,u,u,ND,0,0,4.4,5,-0.6,107,4.4,107,A,999,999,Ps,M,n,24,24,999,L,O,9999,9999,430,999,a,p,999,602,y,Y,c,nd,nd,nd,BUO,Fnobs,Fnobs,nd,WN,nd,nd,nd,p,A,0,0,nd,nd,U,,,99,999,ND,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HL-YH1,photos,9/28/22
HL-YMA2-2011,HL-YMA2,YMA2,Yma2-Core,NSF Ice-wedge Degradation,5/24/11 0:00,,2011,Jorgenson,n,Kanevskiy/Jorgenson,n,n,n,B,Tanana-Kuskokwim Lowlands,Horseshoe Lake,HL,64.76,-147.02,172,,,,GPS-recr,Perm-Soil,1m rad,1,y,nd,HL-YMA2,na,na,nd,BUL,U,0,0,,Elui,Elui,nd,nd,Elli,Elui/Elli,Elui,El,Suv,Fh,20,999,ND,UD,nd,0,0,999,u,u,ND,0,0,5.8,8.2,-2.4,56,5.8,56,C,999,999,Ps,M,n,15,15,999,L,L,9999,9999,73,999,a,p,999,370,y,Y,c,nd,nd,nd,BUL,Fnobs,Fnobs,nd,WN,nd,nd,nd,p,A,0,0,nd,nd,U,,,99,999,ND,n,n,n,UAF/AE,n,n,,0,0,0,,SiteFolder#B:\AkEcoSci\Projects\2018 NSF-UAF Upper Permafrost\SiteFolders\HL-YMA2,photos,9/28/22
